timestamp,hours_from_start,health_indicator
2023-11-09 00:49:40,13.419444,-0.335079
2023-11-09 00:49:50,13.422222,-0.671045
2023-11-09 00:50:01,13.425278,-0.567671
2023-11-09 00:50:10,13.427778,-0.438453
2023-11-09 00:50:20,13.430556,-0.722732
2023-11-09 00:50:31,13.433611,-0.671045
2023-11-09 00:50:41,13.436389,-0.826106
2023-11-09 00:50:50,13.438889,-0.645202
2023-11-09 00:51:00,13.441667,-0.877793
2023-11-09 00:51:11,13.444722,-0.774419
2023-11-09 00:51:20,13.447222,-0.800263
2023-11-09 00:51:30,13.45,-0.671045
2023-11-09 00:51:41,13.453056,-0.671045
2023-11-09 00:51:51,13.455833,-0.774419
2023-11-09 00:52:00,13.458333,-0.619358
2023-11-09 00:52:10,13.461111,-0.92948
2023-11-09 00:52:21,13.464167,-0.826106
2023-11-09 00:52:31,13.466944,-0.877793
2023-11-09 00:52:40,13.469444,-0.645202
2023-11-09 00:52:51,13.4725,-0.722732
2023-11-09 00:53:01,13.475278,-0.748576
2023-11-09 00:53:10,13.477778,-0.826106
2023-11-09 00:53:20,13.480556,-0.955324
2023-11-09 00:53:31,13.483611,-0.826106
2023-11-09 00:53:41,13.486389,-0.800263
2023-11-09 00:53:50,13.488889,-0.955324
2023-11-09 00:54:01,13.491944,-0.800263
