dataset,run,seed,method,short_name,mode,factor,effective_interval_min,t_onset,t_fail,max_lead_hours,lead_time_hours,detection_delay_hours,far_preonset_pct,lead_norm,vlt_legacy_hours,far_legacy_pct,valid_alarm,n_test_windows,window_rows,persistence_windows,window_floored,control,onset_method
FEMTO,Bearing1_1,42,TCN-Autoencoder,tcn,decimate,10,1.67,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,3.1166666666666667,,100.0,4.942731277533039,0.0,100.0,False,112,3,1,True,False,terminal
FEMTO,Bearing1_1,42,Transformer-AD,transformer_ad,decimate,10,1.67,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,3.1166666666666667,,100.0,4.942731277533039,0.0,100.0,False,112,3,1,True,False,terminal
FEMTO,Bearing1_1,42,RMS-Trend (kσ),rms_trend,decimate,20,3.33,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,0.11666666666666667,0.5138888888888888,0.0,0.18502202643171808,0.11666666666666667,0.0,True,56,3,1,True,False,terminal
FEMTO,Bearing1_1,42,3σ Rule (σ=3.0),three_sigma,decimate,20,3.33,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,0.11666666666666667,0.5138888888888888,0.0,0.18502202643171808,0.11666666666666667,0.0,True,56,3,1,True,False,terminal
FEMTO,Bearing1_1,42,"EWMA (λ=0.2, k=3.0)",ewma,decimate,20,3.33,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,0.11666666666666667,0.5138888888888888,0.0,0.18502202643171808,0.11666666666666667,0.0,True,56,3,1,True,False,terminal
FEMTO,Bearing1_1,42,"CUSUM (k=0.5, h=5.0)",cusum,decimate,20,3.33,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,0.06111111111111111,0.5694444444444444,0.0,0.09691629955947137,0.06111111111111111,0.0,True,56,3,1,True,False,terminal
FEMTO,Bearing1_1,42,Hotelling T²,hotelling_t2,decimate,20,3.33,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,3.1166666666666667,,91.11111111111111,4.942731277533039,0.0,33.33333333333333,False,56,3,1,True,False,terminal
FEMTO,Bearing1_1,42,Isolation Forest,isolation_forest,decimate,20,3.33,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,0.0,,0.0,0.0,0.0,0.0,False,56,3,1,True,False,terminal
FEMTO,Bearing1_1,42,Deep SVDD,deep_svdd,decimate,20,3.33,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,0.06111111111111111,0.5694444444444444,0.0,0.09691629955947137,0.06111111111111111,0.0,True,56,3,1,True,False,terminal
FEMTO,Bearing1_1,42,LSTM-Autoencoder,lstm_ae,decimate,20,3.33,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,3.1166666666666667,,100.0,4.942731277533039,0.0,100.0,False,56,3,1,True,False,terminal
FEMTO,Bearing1_1,42,TCN-Autoencoder,tcn,decimate,20,3.33,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,3.1166666666666667,,100.0,4.942731277533039,0.0,100.0,False,56,3,1,True,False,terminal
FEMTO,Bearing1_1,42,Transformer-AD,transformer_ad,decimate,20,3.33,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,3.1166666666666667,,100.0,4.942731277533039,0.0,100.0,False,56,3,1,True,False,terminal
FEMTO,Bearing1_2,42,RMS-Trend (kσ),rms_trend,aggregate,1,0.17,2011-01-01 02:18:00,2011-01-01 02:25:00,0.12,0.0,,0.0,0.0,0.0,0.0,False,70,10,3,False,False,terminal
FEMTO,Bearing1_2,42,3σ Rule (σ=3.0),three_sigma,aggregate,1,0.17,2011-01-01 02:18:00,2011-01-01 02:25:00,0.12,0.125,,1.6129032258064515,1.0714285714285714,0.125,0.0,True,70,10,3,False,False,terminal
FEMTO,Bearing1_2,42,"EWMA (λ=0.2, k=3.0)",ewma,aggregate,1,0.17,2011-01-01 02:18:00,2011-01-01 02:25:00,0.12,0.125,,1.6129032258064515,1.0714285714285714,0.125,0.0,True,70,10,3,False,False,terminal
FEMTO,Bearing1_2,42,"CUSUM (k=0.5, h=5.0)",cusum,aggregate,1,0.17,2011-01-01 02:18:00,2011-01-01 02:25:00,0.12,0.125,,1.6129032258064515,1.0714285714285714,0.125,0.0,True,70,10,3,False,False,terminal
